EmailID,Contains_Offer,Contains_Win,Contains_Financial,Email_Length,Capital_Letter_Ratio,Spam
8354,No,No,Yes,264,0.18,Yes
8355,Yes,No,Yes,446,0.07,Yes
8356,No,No,Yes,455,0.05,No
8357,No,No,Yes,198,0.18,Yes
8358,No,Yes,Yes,423,0.22,No
8359,No,No,Yes,206,0.02,Yes
8360,No,No,No,474,0.02,Yes
8361,Yes,No,Yes,265,0.24,No
8362,No,No,Yes,227,0.07,No
8363,Yes,Yes,Yes,467,0.16,No
8364,No,Yes,Yes,214,0.18,Yes
8365,Yes,Yes,Yes,401,0.08,Yes
8366,No,No,No,396,0.23,No
8367,Yes,Yes,Yes,486,0.29,Yes
8368,Yes,Yes,Yes,233,0.15,Yes
8369,No,Yes,Yes,468,0.29,Yes
8370,No,Yes,No,299,0.27,No
8371,Yes,No,Yes,336,0.2,Yes
8372,Yes,No,No,283,0.06,Yes
8373,No,Yes,Yes,185,0.24,Yes
8374,Yes,Yes,No,322,0.14,No
8375,Yes,Yes,No,273,0.2,Yes
8376,Yes,Yes,No,109,0.14,No
8377,No,No,No,185,0.28,Yes
8378,No,No,No,161,0.02,No
8379,Yes,No,Yes,435,0.07,Yes
8380,No,No,Yes,131,0.1,No
8381,Yes,Yes,No,343,0.09,No
8382,No,No,Yes,115,0.09,No
8383,No,Yes,Yes,399,0.05,Yes
8384,Yes,Yes,No,271,0.27,No
8385,Yes,Yes,Yes,213,0.19,Yes
8386,No,No,No,193,0.23,Yes
8387,No,No,No,403,0.28,No
8388,No,Yes,Yes,283,0.14,Yes
8389,No,Yes,Yes,278,0.18,Yes
8390,No,No,No,372,0.04,Yes
8391,No,No,Yes,129,0.05,No
8392,Yes,Yes,No,483,0.04,No
8393,No,Yes,No,266,0.05,No
8394,No,No,No,360,0.02,Yes
8395,No,Yes,Yes,387,0.23,No
8396,No,No,No,343,0.16,Yes
8397,Yes,No,Yes,358,0.17,Yes
8398,Yes,No,No,440,0.09,No
8399,Yes,Yes,Yes,362,0.19,No
8400,Yes,Yes,Yes,384,0.25,No
8401,No,Yes,Yes,267,0.28,No
8402,No,No,No,138,0.27,Yes
8403,Yes,Yes,Yes,232,0.08,Yes
8404,Yes,Yes,Yes,158,0.25,No
8405,Yes,No,No,346,0.26,Yes
8406,No,No,No,498,0.23,No
8407,No,No,Yes,443,0.15,Yes
8408,No,Yes,Yes,464,0.09,No
8409,Yes,No,Yes,245,0.08,Yes
8410,Yes,No,Yes,198,0.18,Yes
8411,No,No,Yes,102,0.27,Yes
8412,No,No,No,210,0.08,Yes
8413,Yes,No,No,379,0.11,Yes
8414,Yes,Yes,No,355,0.08,No
8415,No,No,No,451,0.15,Yes
8416,No,No,No,128,0.26,No
8417,Yes,No,Yes,383,0.14,Yes
8418,No,No,No,109,0.08,Yes
8419,No,Yes,Yes,444,0.09,Yes
8420,Yes,No,Yes,321,0.28,No
8421,No,No,Yes,387,0.04,No
8422,Yes,Yes,No,386,0.2,No
8423,Yes,Yes,No,397,0.1,Yes
8424,No,No,Yes,126,0.27,Yes
8425,No,No,Yes,449,0.2,No
8426,No,Yes,No,384,0.15,No
8427,Yes,Yes,No,476,0.15,No
8428,Yes,Yes,No,223,0.19,Yes
8429,Yes,No,Yes,131,0.13,Yes
8430,No,Yes,No,356,0.18,Yes
8431,Yes,No,Yes,252,0.02,Yes
8432,Yes,No,No,208,0.17,Yes
8433,No,Yes,Yes,205,0.13,Yes
8434,Yes,No,Yes,181,0.08,No
8435,Yes,No,No,232,0.13,No
8436,Yes,Yes,Yes,426,0.08,No
8437,Yes,Yes,No,432,0.12,No
8438,No,No,No,424,0.17,No
8439,Yes,No,No,343,0.28,No
8440,No,Yes,No,395,0.25,Yes
8441,Yes,Yes,Yes,362,0.04,Yes
8442,Yes,Yes,No,483,0.14,No
8443,No,No,Yes,253,0.28,Yes
8444,Yes,Yes,No,284,0.11,Yes
8445,Yes,No,Yes,313,0.07,No
8446,No,No,No,232,0.19,No
8447,Yes,No,No,138,0.02,No
8448,Yes,No,No,391,0.18,No
8449,No,No,Yes,323,0.24,Yes
8450,No,Yes,Yes,424,0.08,No
8451,Yes,Yes,Yes,267,0.19,No
8452,No,No,Yes,440,0.23,No
8453,No,Yes,No,116,0.14,Yes
8454,No,No,No,229,0.23,No
8455,No,No,Yes,103,0.21,No
8456,Yes,Yes,No,313,0.24,Yes
8457,No,Yes,Yes,376,0.07,No
8458,No,Yes,Yes,392,0.09,Yes
8459,No,No,Yes,234,0.22,No
8460,Yes,Yes,Yes,103,0.14,No
8461,Yes,Yes,No,492,0.3,Yes
8462,No,Yes,Yes,353,0.25,Yes
8463,Yes,Yes,No,218,0.05,No
8464,No,No,No,156,0.04,No
8465,No,Yes,No,230,0.21,No
8466,Yes,No,Yes,344,0.09,Yes
8467,No,Yes,Yes,297,0.23,No
8468,Yes,No,No,348,0.2,Yes
8469,No,Yes,No,483,0.05,Yes
8470,No,Yes,Yes,229,0.28,Yes
8471,No,No,No,439,0.02,No
8472,No,Yes,Yes,368,0.19,Yes
8473,No,Yes,No,318,0.1,Yes
8474,Yes,No,Yes,321,0.14,No
8475,Yes,No,Yes,407,0.21,No
8476,No,No,Yes,323,0.17,No
8477,Yes,Yes,No,298,0.14,No
8478,Yes,No,No,300,0.26,No
8479,Yes,No,Yes,449,0.23,No
8480,No,Yes,Yes,470,0.04,Yes
8481,No,Yes,No,211,0.07,Yes
8482,No,Yes,Yes,154,0.03,Yes
8483,No,No,No,137,0.14,Yes
8484,No,Yes,No,484,0.28,No
8485,No,No,Yes,371,0.29,Yes
8486,Yes,Yes,Yes,436,0.08,Yes
8487,No,No,No,483,0.25,No
8488,Yes,No,No,149,0.13,Yes
8489,Yes,No,Yes,351,0.26,No
8490,Yes,Yes,Yes,343,0.17,No
8491,No,No,Yes,363,0.17,No
8492,Yes,No,Yes,249,0.14,No
8493,No,No,Yes,479,0.18,No
8494,Yes,Yes,No,237,0.02,No
8495,Yes,No,Yes,427,0.1,Yes
8496,No,Yes,Yes,329,0.1,No
8497,Yes,No,Yes,441,0.08,Yes
8498,No,Yes,No,440,0.02,No
8499,No,No,Yes,218,0.09,Yes
8500,Yes,Yes,Yes,112,0.11,Yes
8501,Yes,No,Yes,114,0.06,Yes
8502,No,No,No,122,0.07,No
8503,Yes,Yes,Yes,310,0.29,No
8504,Yes,No,No,435,0.07,No
8505,No,No,No,300,0.1,Yes
8506,No,No,No,288,0.13,Yes
8507,No,No,No,138,0.29,Yes
8508,No,Yes,No,387,0.19,Yes
8509,No,No,No,364,0.15,No
8510,No,No,No,321,0.02,No
8511,Yes,No,No,148,0.16,Yes
8512,No,No,Yes,455,0.07,Yes
8513,Yes,No,Yes,344,0.04,Yes
8514,No,Yes,Yes,190,0.29,No
8515,Yes,Yes,No,312,0.05,Yes
8516,No,Yes,Yes,275,0.28,No
8517,Yes,Yes,No,472,0.28,No
8518,No,No,Yes,164,0.09,Yes
8519,Yes,Yes,No,240,0.25,Yes
8520,Yes,Yes,No,102,0.06,Yes
8521,No,No,Yes,207,0.09,No
8522,No,No,Yes,433,0.27,Yes
8523,No,No,Yes,254,0.24,Yes
8524,No,Yes,Yes,361,0.28,No
8525,Yes,Yes,Yes,174,0.14,Yes
8526,Yes,No,Yes,180,0.03,Yes
8527,No,No,Yes,291,0.02,No
8528,Yes,No,Yes,363,0.13,No
8529,Yes,No,No,482,0.17,Yes
8530,No,Yes,No,296,0.26,Yes
8531,Yes,No,No,364,0.29,No
8532,No,No,Yes,401,0.03,No
8533,Yes,Yes,Yes,325,0.23,No
8534,No,Yes,Yes,450,0.02,No
8535,No,No,No,299,0.13,No
8536,Yes,No,No,106,0.05,Yes
8537,Yes,Yes,No,249,0.28,Yes
8538,Yes,No,Yes,146,0.22,Yes
8539,No,No,Yes,373,0.08,No
8540,No,No,No,205,0.06,Yes
8541,No,Yes,Yes,120,0.07,No
8542,Yes,No,Yes,116,0.13,No
8543,Yes,Yes,Yes,400,0.13,Yes
8544,Yes,No,No,302,0.08,Yes
8545,Yes,No,No,490,0.04,Yes
8546,No,No,No,192,0.17,No
8547,No,Yes,Yes,443,0.08,No
8548,No,Yes,Yes,131,0.05,No
8549,Yes,No,Yes,479,0.05,Yes
8550,No,Yes,No,185,0.18,No
8551,Yes,Yes,No,373,0.08,Yes
8552,Yes,Yes,Yes,370,0.14,No
8553,Yes,Yes,No,488,0.27,Yes
8554,Yes,No,Yes,198,0.19,Yes
8555,No,No,Yes,428,0.24,Yes
8556,No,No,Yes,110,0.17,No
8557,No,No,Yes,239,0.17,No
8558,No,Yes,No,200,0.28,No
8559,Yes,Yes,No,268,0.08,No
8560,Yes,Yes,Yes,338,0.27,Yes
8561,No,Yes,Yes,122,0.28,Yes
8562,Yes,No,No,187,0.13,No
8563,Yes,No,No,386,0.23,Yes
8564,Yes,Yes,Yes,494,0.01,Yes
8565,No,Yes,No,364,0.2,Yes
8566,Yes,No,Yes,319,0.06,Yes
8567,No,No,No,488,0.09,Yes
8568,Yes,Yes,No,334,0.25,No
8569,Yes,No,No,405,0.14,Yes
8570,Yes,No,Yes,258,0.21,No
8571,Yes,No,Yes,492,0.15,No
8572,No,Yes,Yes,283,0.03,Yes
8573,Yes,Yes,No,340,0.28,No
8574,Yes,No,No,487,0.23,No
8575,No,No,No,492,0.27,Yes
8576,Yes,No,No,396,0.08,No
8577,Yes,Yes,Yes,167,0.23,Yes
8578,Yes,No,Yes,200,0.06,No
8579,No,Yes,Yes,369,0.24,Yes
8580,Yes,Yes,No,342,0.26,No
8581,No,No,No,347,0.18,Yes
8582,No,Yes,No,123,0.05,No
8583,Yes,No,No,461,0.25,Yes
8584,No,No,No,186,0.05,Yes
8585,Yes,Yes,No,231,0.05,No
8586,No,Yes,No,437,0.21,Yes
8587,Yes,Yes,Yes,301,0.2,Yes
8588,No,No,Yes,335,0.16,Yes
8589,Yes,No,Yes,359,0.03,Yes
8590,Yes,No,No,153,0.23,Yes
8591,No,No,No,160,0.22,Yes
8592,No,Yes,No,477,0.13,Yes
8593,Yes,No,No,136,0.3,Yes
8594,No,No,Yes,402,0.09,Yes
8595,No,Yes,Yes,497,0.13,Yes
8596,Yes,Yes,Yes,215,0.15,No
8597,Yes,No,No,438,0.19,Yes
8598,Yes,No,No,330,0.16,Yes
8599,No,Yes,No,465,0.27,No
8600,Yes,No,Yes,200,0.16,No
8601,Yes,Yes,Yes,311,0.2,Yes
8602,No,Yes,No,121,0.13,Yes
8603,No,No,No,374,0.14,No
8604,Yes,Yes,No,355,0.08,Yes
8605,No,No,Yes,440,0.27,No
8606,Yes,Yes,Yes,407,0.23,Yes
8607,No,No,Yes,406,0.01,Yes
8608,No,Yes,Yes,398,0.22,Yes
8609,No,Yes,No,483,0.05,No
8610,No,Yes,Yes,168,0.13,Yes
8611,No,No,No,154,0.17,No
8612,No,Yes,Yes,230,0.13,Yes
8613,Yes,No,Yes,386,0.14,No
8614,Yes,Yes,Yes,185,0.11,Yes
8615,Yes,No,No,207,0.1,No
8616,No,No,Yes,138,0.05,Yes
8617,No,Yes,No,236,0.18,Yes
8618,Yes,Yes,No,204,0.23,No
8619,No,Yes,No,266,0.05,Yes
8620,Yes,Yes,No,188,0.06,Yes
8621,No,Yes,Yes,316,0.18,No
8622,No,Yes,Yes,428,0.26,No
8623,Yes,No,Yes,479,0.09,Yes
8624,Yes,No,Yes,476,0.13,No
8625,Yes,Yes,No,356,0.16,Yes
8626,Yes,Yes,No,283,0.05,Yes
8627,Yes,No,No,212,0.12,No
8628,No,Yes,No,297,0.05,No
8629,No,Yes,Yes,426,0.18,No
8630,No,Yes,No,490,0.1,Yes
8631,Yes,Yes,Yes,434,0.17,No
8632,Yes,No,Yes,447,0.05,No
8633,Yes,No,Yes,301,0.2,No
8634,Yes,Yes,Yes,341,0.09,Yes
8635,No,No,No,403,0.2,No
8636,Yes,No,Yes,427,0.01,Yes
8637,No,No,No,136,0.07,Yes
8638,Yes,Yes,Yes,126,0.21,No
8639,Yes,No,Yes,348,0.16,Yes
8640,No,No,No,435,0.22,Yes
8641,No,No,No,195,0.2,Yes
8642,Yes,No,No,357,0.13,No
8643,No,Yes,Yes,405,0.06,Yes
8644,Yes,No,No,485,0.26,Yes
8645,Yes,No,Yes,331,0.08,No
8646,No,Yes,Yes,167,0.2,No
8647,No,Yes,No,445,0.07,Yes
8648,No,Yes,Yes,128,0.03,Yes
8649,No,No,Yes,439,0.17,No
8650,Yes,Yes,No,104,0.04,Yes
8651,No,Yes,Yes,105,0.11,Yes
8652,No,No,Yes,224,0.21,Yes
8653,No,No,No,452,0.25,No
8654,Yes,No,No,111,0.03,No
8655,No,Yes,No,400,0.06,No
8656,No,No,Yes,169,0.13,No
8657,Yes,Yes,No,286,0.17,Yes
8658,Yes,Yes,No,398,0.08,No
8659,No,Yes,Yes,306,0.27,Yes
8660,Yes,Yes,Yes,431,0.07,Yes
8661,No,No,No,112,0.2,No
8662,No,Yes,Yes,417,0.27,Yes
8663,Yes,Yes,Yes,268,0.11,Yes
8664,No,No,Yes,481,0.17,No
8665,No,No,Yes,160,0.27,Yes
8666,Yes,No,No,351,0.13,No
8667,No,Yes,No,387,0.03,No
8668,No,No,No,125,0.26,Yes
8669,No,No,Yes,475,0.08,Yes
8670,No,Yes,Yes,323,0.1,No
8671,Yes,Yes,Yes,498,0.03,Yes
8672,No,No,No,236,0.03,No
8673,Yes,Yes,Yes,179,0.18,Yes
8674,Yes,No,No,412,0.17,Yes
8675,Yes,No,No,287,0.04,Yes
8676,Yes,Yes,No,294,0.2,No
8677,No,No,No,304,0.08,Yes
8678,Yes,Yes,Yes,311,0.28,No
8679,Yes,No,Yes,449,0.28,No
8680,No,No,Yes,178,0.12,No
8681,No,Yes,No,322,0.27,No
8682,Yes,Yes,No,333,0.13,Yes
8683,No,No,Yes,121,0.07,No
8684,Yes,Yes,No,275,0.26,No
8685,No,No,Yes,293,0.2,Yes
8686,No,No,Yes,276,0.27,Yes
8687,No,No,No,263,0.15,Yes
8688,No,Yes,No,227,0.08,Yes
8689,No,No,Yes,123,0.08,Yes
8690,Yes,Yes,No,104,0.26,No
8691,Yes,Yes,No,297,0.09,No
8692,Yes,Yes,No,299,0.16,Yes
8693,No,Yes,Yes,105,0.16,No
8694,Yes,No,Yes,491,0.06,No
8695,Yes,Yes,No,204,0.15,Yes
8696,No,No,No,244,0.23,No
8697,No,No,Yes,478,0.14,Yes
8698,Yes,Yes,Yes,321,0.13,Yes
8699,No,Yes,Yes,343,0.18,No
8700,No,Yes,No,444,0.17,Yes
8701,No,No,No,369,0.25,No
8702,Yes,No,Yes,145,0.24,Yes
8703,No,No,Yes,205,0.11,No
8704,Yes,Yes,No,417,0.13,No
8705,No,Yes,No,252,0.24,Yes
8706,No,No,Yes,442,0.02,No
8707,Yes,Yes,No,291,0.22,No
8708,Yes,No,Yes,167,0.23,Yes
8709,Yes,Yes,Yes,462,0.28,Yes
8710,Yes,No,Yes,392,0.29,Yes
8711,No,Yes,No,399,0.02,No
8712,No,Yes,No,437,0.26,Yes
8713,No,No,No,444,0.13,No
8714,Yes,No,Yes,178,0.14,Yes
8715,No,No,No,429,0.05,No
8716,Yes,No,Yes,311,0.22,No
8717,Yes,No,Yes,418,0.13,Yes
8718,Yes,Yes,No,289,0.29,No
8719,Yes,Yes,Yes,173,0.08,Yes
8720,Yes,Yes,Yes,391,0.03,Yes
8721,No,No,Yes,172,0.25,No
8722,Yes,Yes,Yes,387,0.08,Yes
8723,Yes,No,Yes,459,0.07,Yes
8724,No,Yes,Yes,383,0.12,No
8725,No,No,Yes,297,0.13,Yes
8726,Yes,No,Yes,212,0.08,No
8727,Yes,No,No,261,0.01,No
8728,No,Yes,No,235,0.24,Yes
8729,No,Yes,Yes,183,0.02,No
8730,Yes,No,No,222,0.18,No
8731,No,Yes,Yes,304,0.02,Yes
8732,No,Yes,No,386,0.3,No
8733,Yes,Yes,Yes,110,0.09,Yes
8734,No,Yes,Yes,130,0.16,No
8735,No,Yes,No,177,0.24,No
8736,No,Yes,Yes,292,0.07,No
8737,Yes,No,Yes,477,0.06,Yes
8738,Yes,No,Yes,219,0.26,Yes
8739,Yes,No,Yes,121,0.25,Yes
8740,No,No,No,471,0.08,Yes
8741,No,No,Yes,250,0.07,Yes
8742,No,Yes,Yes,434,0.29,Yes
8743,No,No,Yes,116,0.14,Yes
8744,No,Yes,Yes,491,0.3,No
8745,No,Yes,Yes,399,0.04,Yes
8746,No,Yes,No,256,0.28,No
8747,Yes,No,Yes,366,0.2,No
8748,No,No,Yes,289,0.28,No
8749,No,Yes,No,221,0.03,Yes
8750,Yes,No,No,217,0.03,No
8751,Yes,Yes,No,282,0.03,No
8752,Yes,No,No,140,0.14,Yes
8753,No,Yes,No,271,0.05,Yes
8754,No,No,No,238,0.22,No
8755,No,Yes,Yes,390,0.05,Yes
8756,Yes,Yes,Yes,400,0.06,Yes
8757,No,Yes,No,104,0.26,Yes
8758,No,Yes,Yes,277,0.18,Yes
8759,Yes,No,No,223,0.24,Yes
8760,No,Yes,No,176,0.11,Yes
8761,No,Yes,Yes,328,0.22,No
8762,No,Yes,Yes,223,0.23,Yes
8763,Yes,Yes,No,152,0.25,Yes
8764,No,Yes,No,313,0.12,Yes
8765,Yes,Yes,No,489,0.14,No
8766,Yes,Yes,No,285,0.23,No
8767,Yes,Yes,Yes,221,0.11,Yes
8768,Yes,No,Yes,102,0.07,Yes
8769,Yes,No,Yes,398,0.12,Yes
8770,No,No,No,443,0.11,No
8771,No,Yes,No,272,0.22,Yes
8772,No,Yes,No,468,0.2,Yes
8773,No,Yes,Yes,388,0.12,Yes
8774,No,No,Yes,496,0.21,No
8775,Yes,Yes,No,450,0.06,No
8776,Yes,Yes,Yes,157,0.13,No
8777,No,No,Yes,237,0.1,Yes
8778,No,Yes,No,352,0.05,No
8779,Yes,No,Yes,127,0.06,No
8780,No,Yes,Yes,374,0.16,No
8781,No,Yes,Yes,287,0.22,No
8782,Yes,No,No,333,0.07,Yes
8783,No,No,Yes,459,0.28,Yes
8784,Yes,Yes,No,279,0.05,Yes
8785,Yes,Yes,Yes,424,0.15,Yes
8786,Yes,Yes,No,444,0.05,No
8787,Yes,No,Yes,271,0.07,Yes
8788,Yes,No,No,350,0.2,Yes
8789,No,No,No,486,0.09,Yes
8790,No,No,Yes,469,0.06,Yes
8791,Yes,No,No,379,0.16,No
8792,No,No,Yes,289,0.03,No
8793,Yes,No,Yes,474,0.12,No
8794,No,Yes,No,172,0.22,Yes
8795,No,No,No,206,0.25,No
8796,No,No,No,345,0.28,No
8797,Yes,Yes,Yes,337,0.25,Yes
8798,No,No,No,190,0.13,No
8799,Yes,No,Yes,108,0.16,Yes
8800,No,Yes,No,239,0.02,No
8801,Yes,Yes,Yes,155,0.15,No
8802,No,No,No,135,0.09,Yes
8803,Yes,Yes,Yes,439,0.24,Yes
8804,No,No,Yes,310,0.07,No
8805,Yes,Yes,No,468,0.26,Yes
8806,Yes,Yes,Yes,103,0.08,No
8807,Yes,Yes,No,336,0.04,Yes
8808,No,No,No,155,0.27,No
8809,No,Yes,No,416,0.26,Yes
8810,No,Yes,Yes,234,0.28,No
8811,No,No,Yes,359,0.06,No
8812,Yes,Yes,Yes,117,0.17,Yes
8813,No,No,Yes,410,0.23,No
8814,No,Yes,Yes,364,0.21,Yes
8815,No,Yes,No,193,0.22,No
8816,Yes,Yes,No,371,0.03,Yes
8817,No,Yes,Yes,359,0.05,No
8818,Yes,No,Yes,444,0.19,Yes
8819,No,Yes,Yes,110,0.26,No
8820,No,Yes,Yes,465,0.16,Yes
8821,Yes,No,No,303,0.04,Yes
8822,Yes,No,Yes,442,0.21,Yes
8823,Yes,No,Yes,149,0.03,No
8824,No,No,Yes,231,0.13,Yes
8825,Yes,Yes,Yes,485,0.26,No
8826,Yes,Yes,Yes,482,0.21,Yes
8827,Yes,No,Yes,365,0.17,Yes
8828,No,No,Yes,409,0.07,Yes
8829,No,No,No,416,0.24,Yes
8830,Yes,Yes,No,409,0.07,Yes
8831,No,Yes,No,226,0.05,No
8832,Yes,Yes,No,446,0.07,No
8833,No,Yes,Yes,438,0.15,Yes
8834,Yes,Yes,No,111,0.06,Yes
8835,Yes,No,No,235,0.25,Yes
8836,Yes,Yes,No,251,0.24,No
8837,Yes,Yes,No,288,0.12,No
8838,No,Yes,No,487,0.23,No
8839,No,Yes,Yes,381,0.23,Yes
8840,No,Yes,No,235,0.06,Yes
8841,No,Yes,No,305,0.25,Yes
8842,No,No,Yes,138,0.25,Yes
8843,No,No,Yes,210,0.21,Yes
8844,Yes,Yes,Yes,214,0.05,Yes
8845,No,Yes,No,246,0.15,No
8846,Yes,Yes,No,299,0.12,Yes
8847,No,No,Yes,176,0.09,Yes
8848,Yes,No,No,214,0.05,No
8849,Yes,Yes,Yes,357,0.01,No
8850,No,No,No,142,0.2,Yes
8851,No,Yes,Yes,323,0.07,No
8852,No,No,No,104,0.09,Yes
8853,Yes,No,Yes,102,0.15,Yes
8854,Yes,No,No,435,0.07,Yes
8855,Yes,Yes,No,236,0.19,Yes
8856,No,No,No,298,0.02,Yes
8857,Yes,No,No,432,0.22,Yes
8858,Yes,No,Yes,351,0.13,Yes
8859,No,No,Yes,413,0.06,Yes
8860,No,Yes,No,105,0.09,No
8861,No,No,Yes,385,0.2,Yes
8862,Yes,Yes,Yes,225,0.29,Yes
8863,Yes,No,Yes,452,0.2,Yes
8864,No,No,Yes,104,0.2,Yes
8865,Yes,No,Yes,212,0.08,Yes
8866,No,Yes,No,275,0.27,No
8867,No,Yes,Yes,161,0.07,Yes
8868,No,No,Yes,367,0.13,Yes
8869,No,No,No,448,0.15,Yes
8870,Yes,Yes,No,495,0.15,No
8871,No,No,Yes,233,0.1,No
8872,Yes,Yes,Yes,160,0.18,Yes
8873,No,No,No,485,0.04,Yes
8874,Yes,No,Yes,178,0.18,No
8875,Yes,Yes,No,170,0.13,Yes
8876,No,No,Yes,196,0.24,No
8877,No,Yes,No,456,0.13,Yes
8878,Yes,Yes,Yes,453,0.29,Yes
8879,Yes,No,Yes,246,0.06,No
8880,Yes,Yes,No,395,0.06,Yes
8881,Yes,No,No,208,0.14,No
8882,Yes,Yes,Yes,420,0.17,No
8883,No,Yes,No,303,0.07,No
8884,Yes,Yes,No,149,0.08,No
8885,Yes,Yes,Yes,195,0.02,Yes
8886,Yes,Yes,No,446,0.19,Yes
8887,Yes,No,No,271,0.28,Yes
8888,No,No,Yes,124,0.12,Yes
8889,Yes,Yes,Yes,352,0.23,Yes
8890,No,No,No,423,0.02,Yes
8891,No,Yes,Yes,324,0.02,No
8892,No,No,Yes,499,0.22,Yes
8893,Yes,Yes,Yes,273,0.25,No
8894,Yes,Yes,No,375,0.09,No
8895,Yes,Yes,No,436,0.21,Yes
8896,Yes,No,Yes,196,0.12,No
8897,Yes,No,Yes,239,0.24,Yes
8898,No,Yes,Yes,365,0.05,Yes
8899,No,No,No,460,0.06,No
8900,No,No,Yes,413,0.28,No
8901,Yes,No,No,408,0.1,No
8902,No,Yes,Yes,362,0.09,No
8903,No,Yes,Yes,482,0.02,Yes
8904,Yes,Yes,Yes,199,0.12,Yes
8905,Yes,No,No,360,0.14,Yes
8906,No,Yes,No,465,0.12,No
8907,Yes,Yes,Yes,271,0.29,Yes
8908,Yes,Yes,Yes,453,0.03,Yes
8909,Yes,No,Yes,240,0.07,No
8910,Yes,No,Yes,118,0.14,No
8911,Yes,Yes,Yes,256,0.23,Yes
8912,No,No,No,208,0.27,Yes
8913,No,No,No,490,0.22,No
8914,Yes,No,No,336,0.08,Yes
8915,No,Yes,Yes,304,0.13,Yes
8916,No,Yes,No,182,0.02,No
8917,No,Yes,Yes,496,0.06,No
8918,No,Yes,No,289,0.25,Yes
8919,Yes,Yes,No,311,0.12,No
8920,Yes,No,No,249,0.26,No
8921,Yes,Yes,Yes,277,0.11,Yes
8922,No,No,Yes,213,0.25,Yes
8923,No,Yes,Yes,272,0.15,No
8924,No,Yes,No,271,0.2,No
8925,Yes,No,Yes,454,0.12,No
8926,Yes,No,Yes,300,0.19,Yes
8927,No,No,No,182,0.03,Yes
8928,No,Yes,Yes,315,0.27,No
8929,No,Yes,Yes,149,0.09,Yes
8930,Yes,Yes,Yes,133,0.15,Yes
8931,No,No,No,287,0.19,Yes
8932,No,No,No,187,0.08,No
8933,No,No,No,205,0.07,No
8934,No,Yes,Yes,377,0.07,Yes
8935,Yes,No,No,189,0.22,No
8936,Yes,Yes,No,280,0.29,Yes
8937,No,Yes,Yes,239,0.14,Yes
8938,Yes,No,No,479,0.21,No
8939,No,No,Yes,412,0.11,No
8940,Yes,No,Yes,248,0.12,No
8941,Yes,No,Yes,359,0.01,No
8942,No,Yes,No,437,0.22,Yes
8943,No,Yes,No,207,0.15,Yes
8944,No,Yes,Yes,263,0.11,No
8945,Yes,Yes,Yes,158,0.29,No
8946,Yes,No,Yes,380,0.11,Yes
8947,Yes,Yes,No,193,0.17,Yes
8948,Yes,No,No,423,0.22,Yes
8949,No,No,Yes,364,0.18,Yes
8950,No,No,Yes,171,0.08,Yes
8951,No,Yes,Yes,344,0.11,Yes
8952,Yes,No,No,204,0.02,No
8953,Yes,No,Yes,348,0.28,Yes
8954,Yes,Yes,Yes,363,0.17,Yes
8955,Yes,Yes,Yes,494,0.17,Yes
8956,No,Yes,No,264,0.03,Yes
8957,No,No,No,456,0.27,No
8958,Yes,Yes,Yes,373,0.23,No
8959,No,Yes,No,373,0.11,Yes
8960,Yes,Yes,Yes,214,0.19,No
8961,Yes,Yes,Yes,415,0.03,No
8962,Yes,Yes,Yes,254,0.29,Yes
8963,Yes,No,No,158,0.16,Yes
8964,Yes,No,No,245,0.22,No
8965,Yes,Yes,Yes,246,0.13,Yes
8966,No,No,Yes,287,0.19,Yes
8967,No,No,No,114,0.1,Yes
8968,No,Yes,Yes,454,0.28,No
8969,Yes,No,Yes,300,0.11,No
8970,No,Yes,No,300,0.19,No
8971,Yes,No,Yes,202,0.08,No
8972,No,Yes,Yes,283,0.23,No
8973,No,Yes,No,178,0.18,Yes
8974,No,No,No,270,0.14,Yes
8975,Yes,No,Yes,354,0.02,Yes
8976,No,Yes,No,215,0.13,No
8977,Yes,Yes,No,327,0.23,No
8978,No,Yes,Yes,137,0.24,No
8979,Yes,Yes,Yes,257,0.11,Yes
8980,Yes,No,No,383,0.04,No
8981,Yes,No,Yes,486,0.01,Yes
8982,Yes,No,Yes,338,0.16,No
8983,Yes,Yes,No,365,0.27,No
8984,Yes,Yes,No,484,0.04,Yes
8985,Yes,Yes,No,379,0.29,No
8986,Yes,No,Yes,293,0.03,Yes
8987,No,Yes,No,416,0.23,Yes
8988,Yes,No,No,198,0.16,No
8989,No,Yes,Yes,249,0.18,Yes
8990,Yes,Yes,No,357,0.23,Yes
8991,Yes,Yes,No,459,0.07,Yes
8992,No,No,No,367,0.15,Yes
8993,No,No,No,226,0.22,No
8994,Yes,No,No,106,0.06,No
8995,Yes,No,No,272,0.08,Yes
8996,No,Yes,No,123,0.12,Yes
8997,Yes,Yes,Yes,267,0.2,No
8998,No,No,No,184,0.17,Yes
8999,No,No,Yes,244,0.04,Yes
9000,Yes,Yes,Yes,369,0.21,Yes
9001,No,Yes,No,417,0.22,Yes
9002,No,No,Yes,481,0.04,Yes
9003,No,Yes,Yes,239,0.3,Yes
9004,No,No,No,394,0.16,Yes
9005,Yes,Yes,Yes,297,0.09,Yes
9006,Yes,No,No,224,0.22,Yes
9007,Yes,Yes,Yes,322,0.02,Yes
9008,Yes,No,Yes,186,0.26,No
9009,No,No,Yes,262,0.16,Yes
9010,Yes,Yes,No,339,0.04,No
9011,No,Yes,Yes,199,0.01,Yes
9012,No,No,Yes,269,0.22,No
